name,facility_type,amenity,speciality,operator,operator_type,beds,emergency,address,operational_status,longitude,latitude,osm_id,source
Rasheed Hospital,hospital,hospital,,,,,,,,74.380243,31.488699,5255424738,
Liaqat Hospital,hospital,hospital,,,,,,,,74.277819,31.444176,5255643554,
Yaseen Memorial Hospital,hospital,hospital,,,,,,,,73.06484,31.422788,5259239733,
Dental Clinic (Dr Hammad Yousuf),dentist,dentist,,,,,,,,67.065705,24.883195,5147047114,
KAMAL DENTAL SURGERY,clinic,clinic,,,,,,,,67.079812,24.941674,5208337208,
Nawab Medical Complex,clinic,clinic,,,,,,,,67.217067,24.837742,5103425098,
KAM PEDIATRICS,hospital,hospital,,,,,,,,72.312407,30.028964,5180636021,
Punjab Hospital,hospital,hospital,,,,,,,,71.516213,30.199317,4648215090,
Kuwait Teaching Hospital,hospital,hospital,,,,,,,,,,273259880,
Usman Memorial Hospital,hospital,hospital,,,,,,,,67.057143,24.914266,4762613097,
Heer Medical Store,pharmacy,pharmacy,,,,,,,,66.935307,24.94516,5311735195,
Sangir Hospital,hospital,hospital,,,,,,,,71.437098,33.58454,2523073933,
Shed Homes Complex & Hospital,hospital,hospital,,,,,,,,67.058506,24.96573,4740020151,
Kanza Anwar Clinic,clinic,clinic,,,,,,,,66.999783,24.867388,5130498604,
Shaheen chemist,pharmacy,pharmacy,,,,,,,,73.046935,33.596859,4594402794,
Azeem Hospital,hospital,hospital,,,,,,,,71.44877,30.195043,1921952448,
PNS Hafeez - Naval Hospital,hospital,hospital,,,,,,,,73.034345,33.719892,4964168702,
Sina Hospital,hospital,hospital,,,,,,,,66.936011,24.920541,5119465032,
Gulistan Medical and General Store,pharmacy,pharmacy,,,,,,,,67.054769,24.86111,4790154409,
Qatar Hospital - Cardiology,hospital,hospital,,,,,,,,,,689008536,
Government Health Center,hospital,hospital,,,,,,,,,,398920988,
Prime Pharmacy,pharmacy,pharmacy,,,,,,,,67.067145,24.832713,4791723429,
Dr Khan Laboratory & Diagnostic Centre,hospital,hospital,,,,,,,,67.185691,24.880645,4737716791,
Pearl International Hospital,hospital,hospital,,,,,,,,74.244167,31.476463,5259747065,
,clinic,clinic,,,,,,,,72.36067,34.759103,4470170231,
City Hospital,hospital,hospital,,,,,,,,74.076643,32.584598,3166503678,
Suleman Roshan Hospital,hospital,hospital,,,,,,,,68.635072,25.747343,4883331102,
Attock Hospital (Ptv) Limited,hospital,hospital,,,,,,,,,,230405376,
Aga Khan Laboratory PIB Collection Point,clinic,clinic,,,,,,,,67.054243,24.892749,5346835906,
Ali medical complex,clinic,clinic,,,,,,,,71.539592,32.580693,4487178389,
Heart Care Centre,clinic,clinic,,,,,,,,73.077101,33.636453,4409229790,
Medical Store,pharmacy,pharmacy,,,,,,,,67.050474,24.924802,5318467700,
Dr. Asif Rana,clinic,clinic,,,,,,,,74.328087,31.510299,5741652521,
Khyber Teaching Hospital (KTH),hospital,hospital,,,,,,,,,,500767322,
Agha Khan Laboratory,hospital,hospital,,,,,,,,67.095689,24.918959,4810084312,
Nawaz Memorial,hospital,hospital,,,,,,,,73.081176,33.563594,2382402089,
Zafar Khan Medical Complex - Korangi,hospital,hospital,,,,,,,,67.206954,24.849881,5127768205,
Baloch Hospital,hospital,hospital,,,,,,,,74.362567,31.551678,4945573322,
Haris Clinic,clinic,clinic,,,,,,,,68.722863,25.462067,4883212224,
Punjab Medical Center,hospital,hospital,,,,,,,,74.079552,32.596041,3151342385,
Bismillah Medical Store,pharmacy,pharmacy,,,,,,,,67.103448,24.92233,4773096205,
Model Colony Town Hospital,hospital,hospital,,,,,,,,67.188717,24.902783,4764575642,
Sana Medical Center,clinic,clinic,,,,,,,,67.122257,24.913964,5297001604,
,clinic,clinic,,,,,,,,72.355801,34.754532,4470163754,
North Carolina Dental Rahman And Rahman,dentist,dentist,,,,,,,,67.022544,24.816674,4761891271,
Shaukat Khanum Memorial Cancer Hospital & Research Center,hospital,hospital,,,,,,,,74.271436,31.448502,4433919982,
Medi Marker’s Pharmaceuticals,pharmacy,pharmacy,,,,,,,,68.383024,25.353439,5252038817,
Makhdoom Memorial Hospital,hospital,hospital,,,,,,,,74.365962,31.455625,5259958805,
Younus Medical Center,pharmacy,pharmacy,,,,,,,,67.212227,24.834972,5135474751,
United Christian Hospital,hospital,hospital,,,,,yes,,,74.340491,31.508682,563684371,
Macter International,pharmacy,pharmacy,,,,,,,,66.993085,24.904333,5092989968,
Syngenta Pakistan,pharmacy,pharmacy,,,,,,,,66.960584,24.873881,5091220616,
Civil Hospital,hospital,hospital,,,,,,,,,,404035483,
Landhi Cardiac Emergency Center,hospital,hospital,,,,,,,,67.19304,24.844672,5127759865,
Pak Medical Centre,doctors,doctors,,,,,,,,71.564459,34.010317,4484291394,
CDA Dispensary,clinic,clinic,,,,,,,,,,439835000,
Aga Khan University Hospital Laboratory,hospital,hospital,,,,,,,,68.538637,25.126267,4883541271,
Lubna Medical & General Store,pharmacy,,,,,,,,,,,687763118,
Abdullah Medico and General Store,pharmacy,pharmacy,,,,,,,,67.034737,24.866399,5143101214,
,hospital,hospital,,,,,,,,73.057701,33.640491,258728045,
Ali Homeopathic Clinic,clinic,clinic,,,,,,,,73.08188,33.654935,4899250509,
EYE SPECIALIST DR ARSALAN FAROOQ,clinic,clinic,,,,,,,,67.116459,24.890077,5128493820,
Lady Aitchison Hospital,hospital,hospital,,,,,,,,74.315461,31.573546,2401515324,
Alkhairy's Hospital,clinic,clinic,,,,,,,,67.074386,24.831903,5130353810,
Ahmad Medicos,pharmacy,pharmacy,,,,,,,,74.821182,36.690439,5040106323,
Naeem Medical & General Store,pharmacy,pharmacy,,,,,,,,67.057281,24.946001,5137608490,
Jawaid Eye Hospital,hospital,hospital,,,,,,,,67.082747,24.908005,5132578831,
Landhi 3 Dispensary Landhi Town,clinic,clinic,,,,,,,,67.188812,24.837708,5135309390,
Pharmacy Whole Saler,pharmacy,pharmacy,,,,,,,,67.174688,24.833149,5135061550,
Shahjahan Maternity Home,hospital,hospital,,,,,,,,68.662792,25.767269,4883370487,
Shahi Hadi Jorh (Bonesetter),alternative,,,,,,,,,67.067131,24.847269,5926750925,
Infinity Eye Care Center,clinic,clinic,,,,,,,,67.023272,24.814065,5128455357,
Family Hospital,hospital,hospital,,,,,,,,70.953928,30.167237,4397244484,
Military Hospital,hospital,hospital,,,,,,,,73.04421,33.595825,255764519,
Bori Khel Hospital,hospital,hospital,,,,,,,,71.745314,32.70728,4300805191,
Dr.Bilal Dar,doctors,doctors,,,,,,,,74.075439,32.592861,5538342521,
,doctors,doctors,,,,,,,,74.991648,36.171205,4032297530,
,hospital,hospital,,,,,,,,72.09082,32.067951,3102667433,
,clinic,clinic,,,,,,,,72.356354,34.757676,4470163734,
,pharmacy,pharmacy,,,,,,,,73.097988,33.581633,2640796926,
Sheikh Zayed Hospital,hospital,hospital,,,,,,,,,,422539950,
Shiraz Medical Center,hospital,hospital,,,,,,,,67.191595,24.901863,4764575650,
Dr Sohail Anjum Khan Clinic,clinic,clinic,,Dr Sohail,,,,,,74.539845,32.489443,5059646923,
Fazal children & Gynaecologist clinic,hospital,hospital,,,,,,,,74.425967,31.574553,4691717697,
Ilyas General Hospital and research centre,clinic,clinic,,,,,,,,71.437491,33.995478,5264090221,
Allied Hospital,hospital,hospital,,,,,,,,73.081111,31.44932,5169625527,
TB Hospital,hospital,hospital,,,,,,,,,,263938546,
Govt. Dispensary,doctors,doctors,,,,,,,,73.349292,36.082951,3995199741,
Top City Child Clinic,hospital,,,,,,,,,,,687764265,
Noori Roohani Shafakhana,alternative,,chiropractic,,,,,,,,,699028708,
Sindh Rangers Hospital,hospital,hospital,,,,,,,,68.816756,27.735578,5259602120,
High-Q Pharmacy,pharmacy,pharmacy,,,,,,,,67.094463,24.877175,4299884789,
Dr Essa Laboratory & Diagnostic Centre,clinic,clinic,,,,,,,,67.049421,24.941071,4739587131,
Prime medicine,pharmacy,pharmacy,,,,,,,,74.072054,32.584024,4736481223,
Agha Khan Laboratory Collection Point,clinic,clinic,,,,,,New Karachi Sector 5C4,,67.065187,24.986826,5065686738,
,clinic,clinic,,,,,,,,68.773575,27.578441,4571041992,
Alghazi Hospital,hospital,hospital,,,,,,,,72.932144,33.996849,297213052,
Civil Hospital,hospital,hospital,,,,,,,,,,420137274,
Cheema Hospital,hospital,hospital,,,,,,,,74.34258,32.326534,3552554434,
Natural Hair Transplant Surgery,clinic,clinic,,,,,,,,67.055603,24.864725,5130682856,
MATIN CLINIC,clinic,clinic,,,,,,,,67.059835,24.872176,5133102869,
Smart Care,pharmacy,pharmacy,,,,,,,,71.443825,33.974359,4679730891,
Doctorz Hospital,hospital,hospital,,,,,,,,72.782636,33.743185,3652815784,
POF hospital,hospital,hospital,,,,,yes,,,,,238309977,
"AGA Khan Hospital for Women and Children, Garden East Karachi,",hospital,hospital,,,,,,,,67.035084,24.883432,6109350185,
Muneeb Pharmacy,pharmacy,pharmacy,,,,,,,,74.193005,32.169326,4903600022,
AERO Hospital,hospital,hospital,,,,,yes,,,72.730156,33.840263,4582408114,
Akram Hospital,clinic,clinic,,,,,,,,75.170133,32.259893,5304138426,
Quaid e Azam Complex,hospital,hospital,,,,,,,,68.362258,25.396259,5251853017,
Malik Medical Store,pharmacy,pharmacy,,,,,,,,71.673032,29.407548,4923820115,
Demure Dental Surgery,dentist,dentist,,,,,,,,72.988153,33.68343,4958092907,
Pasha Clinic,hospital,hospital,,,,,,,,67.060491,24.861747,1118684686,
Hameed Medicare,hospital,hospital,,,,,,,,73.091872,31.384643,5265764855,
Vision Trust,hospital,hospital,,,,,,,,67.065348,24.883575,4773326177,
Habib Clinic & Maternity Home,clinic,clinic,,,,,,,,68.538149,25.122206,4883541266,
Ayesha Hospital,hospital,hospital,,,,,,,,74.074931,32.57703,3144548123,
Abdullah Medical & General Store,pharmacy,pharmacy,,,,,,,,67.12537,24.829023,4769937741,
MEDICAL STORTE,pharmacy,pharmacy,,,,,,,,68.355478,25.372839,1088992135,
Rehmat Homeopathic Pharmacy,pharmacy,pharmacy,,,,,,,,74.362668,31.55166,4945573324,
Dilshad Clinc - Chandni Chowk,clinic,clinic,,,,,,,,67.062929,24.889726,5137950731,
Government Dispenser,clinic,clinic,,,,,,,,74.386679,31.56645,4327628393,
Medical Store,pharmacy,pharmacy,,,,,,,,67.213761,24.949178,4761797723,
Khyber Clinic,hospital,hospital,,,,,,,,71.379706,34.00193,2612042140,
The Protectors,clinic,clinic,,,,,,,,67.05956,24.859314,5133102871,
Gurnani Hospital Maternity Home,hospital,hospital,,,,,,,,68.324233,25.37554,4832801945,
Shahrukh Clinic,clinic,clinic,,,,,,,,67.022874,24.861537,5133028126,
Ali Hospital,hospital,hospital,,,,,,,,73.039427,31.372147,5273202173,
Behavioral Health Unit Jalgali,clinic,clinic,,,,,,,,,,263268586,
Creek General Hospital,hospital,hospital,,,,,,,,67.130683,24.815144,5581614723,
Essa Laboratory & Diagnostic Centre,clinic,clinic,,,,,,,,67.061509,24.881452,5130921745,
PKLI HOSPITAL,hospital,hospital,,,,,,,,74.462189,31.4557,4763503521,
Al-Khaleej Towers,hospital,hospital,,,,,,,,67.063945,24.880676,4774671213,
Faisal Hospital,hospital,hospital,,,,,,,,73.101923,31.415847,4739080644,
Sahbir hospital,hospital,hospital,,,,,,,,71.263955,29.134792,4262718594,
Momena Medical Physiotherapy Center,physiotherapist,,,,,,,,,74.355647,31.549664,5267380338,
Skin Care Centre,clinic,clinic,,,,,,,,67.063376,24.926438,5133028139,
Essa Laboratory & Diagnostic Centre,clinic,clinic,,,,,,,,67.085628,24.849199,5130890722,
,clinic,clinic,,,,,,,,71.495599,34.000126,5948635885,
Basic Health unit (BHU),clinic,clinic,,,,,,,,73.79235,31.653452,4329177992,
GMC,hospital,hospital,,,,,,,,,,398348629,
,hospital,hospital,,,,,,,,73.046936,33.579864,5007417222,
Uzair Clinic,hospital,hospital,,,,,,,,68.657389,25.761999,4883331106,
Ali Clinic,clinic,clinic,,,,,,,,67.0933,24.926131,5130272519,
Shafay Hospital,hospital,hospital,,,,,,,,68.334658,25.396583,4841964525,
Cheema Heart Centre,hospital,hospital,,,,,,,,,,229702690,
,clinic,clinic,,,,,,,,71.54306,33.663056,3287095935,
Dr. Mohan lal,clinic,clinic,,,,,,,,69.377692,25.826767,5406053530,
Al Murtaza Hospital,hospital,hospital,,,,,,,,67.03579,24.907866,5079173650,
Medical Store,pharmacy,pharmacy,,,,,,,,68.367348,25.399886,1093326192,
Gulshan Medical,pharmacy,pharmacy,,,,,,,,67.128162,25.015278,5069092976,
Khansar Hospial,hospital,hospital,,,,,no,,,71.148147,31.638873,2272450638,
Family Planning Hospital,hospital,hospital,,,,,,,,,,396871427,
Homeopathic Clinic Rana Arif Luqmani,clinic,clinic,,,,,,,,74.509008,32.48779,4901725854,
Abdali Clinic,clinic,clinic,,,,,,,,73.077655,31.381137,6571241389,
District Hospital,hospital,hospital,,,,,,,,,,364185935,
National Institute of Child Health (NICH),clinic,clinic,,,,,,,,67.042289,24.853509,5133026907,
Hina Hospital,hospital,hospital,,,,,yes,,,74.387459,31.585321,5255673578,
Mahar Medical Center,clinic,clinic,,,,,,,,67.033577,24.806105,5133026864,
Armed Forces Institute of Cardiology,hospital,hospital,cardiology,,,,yes,,,,,23615388,
Behtar Zindagi Center Nazimabad,hospital,hospital,,,,,,,,67.026919,24.920803,5128867094,
PAF Hospital,hospital,hospital,,,,,,,,,,449280896,
THQ Sarae Alam Gir,hospital,hospital,,,,,,,,73.760097,32.895948,4469614889,
Dr. M. A. Khan,clinic,clinic,,,,,,,,69.008447,25.515851,5384787756,
Rabia Trust Hospital,hospital,hospital,,,,,,,,73.099602,31.404059,5265764839,
POLIO Control Room,hospital,hospital,,,,,,,,67.046622,24.848691,5145372003,
M.M Medical Center Dr. Rana C. Rathore,clinic,clinic,,,,,,,,69.017797,25.515336,4986056621,
Al Zaeem Medical Center,hospital,hospital,,,,,,,,67.072955,24.831801,4791846660,
Government Social Security Hospital,hospital,hospital,,,,,,,,,,499024182,
SSGC City Clinic,clinic,clinic,,,,,,,,67.033247,24.869933,5143101205,
Al Khidmat Hospital,hospital,hospital,,,,,,,,67.008965,24.812813,5130353816,
Clinix Pharmacy,pharmacy,pharmacy,,,,,,,,74.290468,31.615785,4910219636,
Advanced Radiology Clinic,clinic,clinic,,,,,,,,67.03205,24.868098,4792035082,
Medical Stores,pharmacy,pharmacy,,,,,,,,73.104607,30.68311,4835656521,
Health Centre,hospital,hospital,,,,,,,,,,404211335,
Siddiqui Medical Center,hospital,hospital,,,,,,,,67.02093,24.922466,5130517087,
Fauji Foundation Hospital,hospital,hospital,,,,,yes,,,73.095558,33.554314,257354569,
Dispensary,hospital,hospital,,,,,,,,68.761392,27.493237,5440377991,
Al Masiha Hospital,hospital,hospital,,,,,,,,67.186207,24.83993,5130354321,
Indus Hospital,hospital,hospital,,,,,,,,67.01006,24.861379,5128445381,
تحصیل ہیڈ کوارٹر ہسپتال نوشہرہ,hospital,hospital,,,,,,,,72.157091,32.572913,6348013860,
Remedial Center - Hospital & Nursing Home,hospital,hospital,,,,,,,,67.049694,24.945797,4739600300,
Shabbir Medical Center,hospital,hospital,,,,,,,,67.032594,24.939732,5140969321,
Dilshad Hospital,hospital,hospital,,,,,,,,70.641935,30.702993,2898971145,
Darul Sehat Hospital,hospital,hospital,,,,,,,,67.127488,24.914236,5128368408,
Wapda Hospital,hospital,hospital,,,,,yes,,,71.557747,34.02346,2345384102,
Bhuta Laboratory,clinic,clinic,,,,,,,,73.079115,30.67547,4354949992,
,hospital,hospital,,,,,,,,72.353287,33.888597,4724055990,
Ali Hospital,hospital,hospital,,,,,,,,74.280294,31.624341,4421288390,
Minhaj Clinic,doctors,doctors,,,,,,,,74.382389,31.561757,4368956101,
Family Health Centre,clinic,clinic,,,,,,,,67.074918,24.843153,5130921747,
Civil Hospital,clinic,clinic,,,,,,,,73.103178,30.68293,4506886289,
AL Mumtaz Hospital Farooq Town,hospital,hospital,,,,,,,,73.082295,31.371626,5271733862,
Majid Clinic,clinic,clinic,,,,,,,,67.070924,24.843293,6043702245,
Ehsan Mumtaz Hospital,hospital,hospital,,,,,,,,74.301636,31.474817,4916785709,
Rameez Clinic,clinic,clinic,,,,,,,,67.080513,24.904319,4762593168,
Dawood Clinic,clinic,clinic,,,,,,,,68.839423,27.706193,5251866839,
Neurology Centre,hospital,hospital,,,,,,,,67.06491,24.86493,5312107117,
"HMC, Peshawar, Kidney Operation Theater.",hospital,hospital,,,,,,,,71.446817,33.991644,5894173086,
Wahid Agri Center,pharmacy,pharmacy,,,,,,,,68.506016,27.285197,5255390977,
CWC,hospital,hospital,,,,,,,,67.097677,24.878273,5383541713,
Hamza Dawa Khana,alternative,,,,,,,,,67.074019,24.847449,6102385780,
Akram Complex Hospital,hospital,hospital,,,,,,,,74.343651,31.53345,5254181763,
Malik Hospital,hospital,hospital,,,,,,,,67.022191,24.913368,5079542915,
Abdullah Hospital,hospital,hospital,,,,,,,,75.620158,35.28967,6349331840,
AAA Pharmacy,pharmacy,pharmacy,,,,,,,,74.340869,31.482898,4920146648,
DHQ KHANEWAL,hospital,hospital,,,,,,,,71.914544,30.281874,5424316021,
Aman hospital,hospital,hospital,,,,,,,,71.558597,34.002047,5275615025,
Tehsil Hospital - Lachi,hospital,hospital,,,,,,,,,,363458480,
Medical Stores,pharmacy,pharmacy,,,,,,,,71.435217,33.977756,4403995942,
Eduljee Dinshaw,pharmacy,pharmacy,,,,,,,,67.028732,24.861515,5124425322,
Dr Faraz Nawaz Dental Clinic,clinic,clinic,,,,,,,,67.053993,24.869938,5149339814,
"Ali Clinic, Dr. Ahmed",clinic,clinic,,,,,,,,67.019164,24.876981,5130272623,
"Basical Health Unit, Dograi Kalan, Lahore",hospital,hospital,,Public,,,no,,,74.49972,31.592687,3940035722,
Younas Hospital,hospital,hospital,,,,,,,,74.369454,32.337049,4514141289,
Chiniot Mother and Child Hospital,hospital,hospital,,,,,,,,67.034505,24.918283,5081844141,
Al-Raee Hospiatl,hospital,hospital,,,,,,,,74.173503,32.151427,4537330493,
Dr.Tanseeb Hospital,hospital,hospital,,,,,yes,,,73.596549,30.876566,3994569057,
Cavalry Dental Clinic,dentist,dentist,,,,,,,,,,543676557,
Chaudhry Lab & Digital X-Ray Clinic,clinic,clinic,,,,,,,,74.192787,32.169297,4903600021,
Khwaja Muhammad Safdar Medical College,hospital,hospital,,,,,,,,74.550425,32.50432,4384842890,
Moeez Medical Store,clinic,clinic,,,,,,,,67.02792,24.900156,5130993640,
Shaukat Khanum Collection Centre,clinic,clinic,,,,,,,,71.451799,33.994042,6450683494,
Medical Health Care Services- Zamzama,clinic,clinic,,,,,,,,67.03997,24.817956,4774769860,
,dentist,dentist,,,,,,,,72.364726,34.771261,4447667919,
Wah General hospital,hospital,hospital,,,,,,,,72.712838,33.777017,4534545605,
Dr Younas Paracha,doctors,doctors,,,,,,,,71.559502,34.004297,6360193100,
Dr. Khalid Bhatti Eye and Consulting Clinic,clinic,clinic,,,,,,,,67.120382,24.917489,5085898853,
Shah Faisal Medical And General Store,pharmacy,pharmacy,,,,,,,,67.13967,24.884297,4767920524,
Khawaja Brothers Pharmacy,pharmacy,pharmacy,,,,,,,,74.29772,31.482821,4916641153,
The Aga Khan Hospital for Women and Children Kharadar,hospital,hospital,,,,,,,,66.996282,24.854123,5232539122,
Doctor Hospital,hospital,hospital,,,,,,,,74.076643,32.584521,3166500036,
THQ lahor,hospital,hospital,,Dr.Faisal,,,yes,,,,,451939546,
Anwar Paracha Hospital,hospital,hospital,,,,,,,,68.86772,27.697319,5336525292,
Imran Homeopathic Store,clinic,clinic,,,,,,,,67.076935,24.945341,5130198893,
KDLB OPD,hospital,hospital,,,,,,,,66.990969,24.848725,5142802051,
Mercy Teaching Hospital,hospital,hospital,,,,,,,,71.52345,34.007352,5302612921,
,doctors,doctors,,,,,,,,74.063927,32.591011,5078247525,
Agha Khan University Hospital,hospital,hospital,,,,,,,,,,26631122,
Aziz Son's Pharma Plus,pharmacy,pharmacy,,,,,,,,74.330264,31.482049,4916250316,
AUSTRALIAN CONCEPT INFERTILITY MEDICAL CENTER,clinic,clinic,,,,,,,,73.101955,31.405598,5265764850,
Govt. Hospital,hospital,hospital,,,,,no,,,,,256576288,
Social Security Health Management,hospital,hospital,,,,,,,,71.181111,30.078792,4395758490,
Aiwan e Tijarat O Sanat Hospital,hospital,hospital,,,,,,,,67.056848,24.965884,4740020152,
Fatima Family Clinic,clinic,clinic,,,,,,,,73.129917,33.596256,2668920461,
Mother Child Care,clinic,clinic,,,,,,,,67.031535,24.893316,5133026896,
Khawaja Medical & Super Store,pharmacy,pharmacy,,,,,,,,67.080476,24.884678,4790072784,
Shaheen Pharmacy,pharmacy,pharmacy,,,,,,,,71.492133,33.997285,1223944102,
Sufyar Dental Clinic,dentist,dentist,,,,,,,,72.449937,34.588396,4988266212,
Alshifa Medical Store,pharmacy,pharmacy,,,,,,,,67.069275,25.022007,5329382002,
Dr Salma Kafeel Clinic,clinic,clinic,,,,,,,,73.064921,33.717423,4261349011,
D  Watson Chemist,pharmacy,pharmacy,,,,,,,,73.071694,33.632149,1672924410,
Spencer Eye Hospital,hospital,hospital,,,,,,,,,,681771652,
Neurology Department,hospital,hospital,,,,,,,,74.317368,31.570232,5844819917,
Liyari Clinic,hospital,hospital,,,,,,,,66.999714,24.867284,5123962267,
Taj Medical Complex,hospital,hospital,,,,,,,,67.030696,24.868315,4792035078,
MEDICSi,hospital,hospital,,,,,,,,73.063559,33.714455,4964226920,
Khadija Poly Clinic,clinic,clinic,,,,,,,,73.968882,31.712367,4910707108,
Salman Surgical Hospital,hospital,hospital,,,,,,,,66.994182,24.905195,5092989972,
Doctors Plaza,hospital,hospital,,,,,,,,67.030777,24.912529,5079542900,
Husaini Blood Bank,blood_donation,,,,,,,,,67.007679,24.858731,5132720050,
Civil Hospital khensar,hospital,hospital,,,,,,,,70.481191,25.369748,5419777226,
Govt Hospital,hospital,hospital,,,,,,,,,,397065449,
Daniyal medical Store bhangirianwala,clinic,clinic,,,,,,,,74.301957,32.770732,4723556190,
Usman Medical Store,pharmacy,pharmacy,,,,,,,,67.036433,24.814473,4801932702,
"Govt, Hospital",alternative,,,,,,,,,73.285471,30.893958,5293887901,
Al Mansoor Hospital,hospital,hospital,,,,,,,,73.111793,31.450294,5267806228,
Ameen Medical & Dental Center,clinic,clinic,,,,,,,,67.060047,24.951912,5128322376,
Trust Medical Store,pharmacy,pharmacy,,,,,,,,,,544982538,
Akhtar Memorial Hospital,hospital,hospital,,,,,,,,74.017258,31.704385,5259958809,
